"idx","tic","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","MarketCap1","X1","X2","X3","X4","X5","X6","score","tic.y"
1261,"rgld","Royal Gold, Inc.",75.9,"$4.95B",2000,"Basic Industries","Precious Metals","NASDAQ",4950,0,-0.03,0,1.17,1.13,1.04,-0.591981924417842,"rgld"
901,"logm","LogMein, Inc.",82.46,"$2.09B",2009,"Technology","Computer Software: Prepackaged Software","NASDAQ",2090,0.02,0,-0.01,0.43,0.9,0.92,-0.592978503147439,"logm"
359,"cpb","Campbell Soup Company",60.48,"$18.67B",2000,"Consumer Non-Durables","Packaged Foods","NYSE",18670,-0.01,0,0,0.86,0.91,0.94,-0.593377257753581,"cpb"
748,"hyh","Halyard Health, Inc.",36.41,"$1.7B",2014,"Health Care","Industrial Specialties","NYSE",1700,0.02,0,-0.01,0.65,0.82,0.89,-0.597808697655876,"hyh"
310,"cl","Colgate-Palmolive Company",74.47,"$66.39B",2000,"Consumer Non-Durables","Package Goods/Cosmetics","NYSE",66390,0,0,0,0.94,0.78,0.84,-0.598068014820657,"cl"
99,"anet","Arista Networks, Inc.",78.99,"$5.47B",2014,"Technology","Computer Communications Equipment","NYSE",5470,0,0,0,0.72,0.8,0.91,-0.598548192389074,"anet"
276,"cdk","CDK Global, Inc.",58.44,"$8.77B",2000,"Miscellaneous","Business Services","NASDAQ",8770,0.01,0,-0.01,0.54,0.92,1.02,-0.602333507771665,"cdk"
1085,"nvro","Nevro Corp.",96.4,"$2.75B",2014,"Health Care","Medical/Dental Instruments","NYSE",2750,0.02,-0.01,0,0.74,0.84,0.73,-0.62176901659778,"nvro"
139,"avy","Avery Dennison Corporation",76.93,"$6.84B",2000,"Consumer Durables","Containers/Packaging","NYSE",6840,-0.01,0,0,1,0.91,0.88,-0.623907692588657,"avy"
946,"mdlz","Mondelez International, Inc.",43.06,"$66.98B",2000,"Consumer Non-Durables","Packaged Foods","NASDAQ",66980,0,0,0,0.85,0.82,0.84,-0.629495296913346,"mdlz"
979,"mmp","Magellan Midstream Partners L.P.",70.17,"$15.98B",2000,"Energy","Natural Gas Distribution","NYSE",15980,0.01,0,0,0.43,0.75,0.89,-0.631210660669902,"mmp"
4,"aan","Aaron&#39;s,  Inc.",24.73,"$1.79B",2000,"Technology","Diversified Commercial Services","NYSE",1790,-0.01,0,0,0.91,0.87,0.94,-0.631842697362594,"aan"
975,"mlm","Martin Marietta Materials, Inc.",188.28,"$11.94B",1994,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE",11940,-0.02,0,0,1.08,0.96,0.97,-0.637167892318893,"mlm"
903,"low","Lowe&#39;s Companies, Inc.",76.9,"$68.14B",2000,"Consumer Services","RETAIL: Building Materials","NYSE",68140,-0.01,0,-0.01,0.73,0.84,1.31,-0.638224642318263,"low"
700,"hes","Hess Corporation",56.67,"$17.95B",2000,"Energy","Integrated oil Companies","NYSE",17950,0,0,0,0.71,0.88,0.85,-0.639513650133254,"hes"
1550,"un","Unilever NV",46.07,"$139.36B",2000,"Basic Industries","Package Goods/Cosmetics","NYSE",139360,0,-0.01,0,1.06,0.91,0.87,-0.646528676080904,"un"
1245,"rba","Ritchie Bros. Auctioneers Incorporated",28.46,"$3.03B",2000,"Miscellaneous","Business Services","NYSE",3030,0.02,0.01,-0.01,0.76,0.69,0.75,-0.651915648061071,"rba"
610,"fsm","Fortuna Silver Mines Inc.",8.03,"$1.17B",2000,"Basic Industries","Precious Metals","NYSE",1170,0.02,-0.05,0,1.36,1.13,0.99,-0.652489108819873,"fsm"
1441,"t","AT&T Inc.",40.68,"$250.26B",2000,"Public Utilities","Telecommunications Equipment","NYSE",250260,-0.01,0,-0.01,0.93,0.87,1.21,-0.652979128826037,"t"
1307,"sbac","SBA Communications Corporation",113.85,"$14.19B",1999,"Consumer Services","Telecommunications Equipment","NASDAQ",14190,0,0,0,0.63,0.92,0.85,-0.653467751800517,"sbac"
397,"cva","Covanta Holding Corporation",14.69,"$1.92B",2000,"Basic Industries","Electric Utilities: Central","NYSE",1920,-0.01,0,0,1.25,0.82,0.84,-0.653635341386692,"cva"
1535,"ubnt","Ubiquiti Networks, Inc.",52.26,"$4.28B",2011,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ",4280,0.01,0.01,0,0.88,0.63,0.62,-0.655940722890501,"ubnt"
1116,"omc","Omnicom Group Inc.",84.55,"$20B",2000,"Technology","Advertising","NYSE",20000,0,0,0,0.64,0.84,0.9,-0.658361454188177,"omc"
33,"aee","Ameren Corporation",49.4,"$11.99B",2000,"Public Utilities","Power Generation","NYSE",11990,-0.02,0,0,1.01,0.89,1.04,-0.658670882412244,"aee"
781,"ingn","Inogen, Inc",57.51,"$1.16B",2014,"Health Care","Industrial Specialties","NASDAQ",1160,0,0,0,0.5,0.9,0.91,-0.668379807408085,"ingn"
1097,"o","Realty Income Corporation",65.73,"$17B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",17000,-0.01,0,0,0.92,0.82,0.96,-0.679940373843666,"o"
1210,"pru","Prudential Financial, Inc.",77.57,"$33.9B",2001,"Finance","Life Insurance","NYSE",33900,0,0.01,0,0.9,0.68,0.73,-0.682321684909612,"pru"
330,"cmp","Compass Minerals International, Inc.",72.96,"$2.47B",2003,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","NYSE",2470,0,0,0,0.64,0.73,0.97,-0.683383523039691,"cmp"
476,"dw","Drew Industries Incorporated",100.01,"$2.46B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",2460,0,0,0,0.8,0.8,0.86,-0.688058549644865,"dw"
1578,"vg","Vonage Holdings Corp.",5.94,"$1.29B",2006,"Public Utilities","Telecommunications Equipment","NYSE",1290,0,-0.02,0.01,0.52,0.72,1.09,-0.68926582092947,"vg"
200,"blkb","Blackbaud, Inc.",67.67,"$3.22B",2004,"Technology","Computer Software: Prepackaged Software","NASDAQ",3220,-0.01,0,0,0.62,0.91,1.01,-0.69171946704092,"blkb"
218,"brkr","Bruker Corporation",22.43,"$3.62B",2000,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NASDAQ",3620,0.01,0,0,0.75,0.83,0.7,-0.691730246088946,"brkr"
891,"lly","Eli Lilly and Company",78.24,"$86.36B",2000,"Health Care","Major Pharmaceuticals","NYSE",86360,0,-0.01,0,0.8,0.95,0.93,-0.699845064614793,"lly"
657,"gpi","Group 1 Automotive, Inc.",57.94,"$1.24B",1997,"Consumer Durables","Automotive Aftermarket","NYSE",1240,0.01,-0.01,-0.01,1.29,0.96,0.86,-0.704428363641362,"gpi"
392,"ctsh","Cognizant Technology Solutions Corporation",57.87,"$35.12B",1998,"Technology","EDP Services","NASDAQ",35120,0.01,0,-0.01,0.82,0.89,0.91,-0.711908723612085,"ctsh"
234,"bxmt","Capital Trust, Inc.",29.12,"$2.73B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",2730,0,0,0,1.21,0.71,0.76,-0.713370272427125,"bxmt"
846,"klac","KLA-Tencor Corporation",67.52,"$10.53B",1980,"Capital Goods","Electronic Components","NASDAQ",10530,0,-0.02,0.01,0.85,0.92,0.82,-0.721691481769379,"klac"
551,"exls","ExlService Holdings, Inc.",50.23,"$1.68B",2006,"Miscellaneous","Business Services","NASDAQ",1680,0,0.01,0,0.58,0.67,0.85,-0.722611372375196,"exls"
471,"dte","DTE Energy Company",92.59,"$16.61B",2000,"Public Utilities","Electric Utilities: Central","NYSE",16610,-0.03,0,0.01,0.85,0.66,1.12,-0.723685848763566,"dte"
29,"adp","Automatic Data Processing, Inc.",89.79,"$40.96B",2000,"Technology","EDP Services","NASDAQ",40960,0,0,0,0.92,0.78,0.82,-0.724732695935186,"adp"
1500,"trow","T. Rowe Price Group, Inc.",68.88,"$17.12B",1986,"Finance","Investment Bankers/Brokers/Service","NASDAQ",17120,0,0,0,1.01,0.73,0.82,-0.724763249276532,"trow"
909,"lrcx","Lam Research Corporation",93.81,"$15.03B",1984,"Technology","Industrial Machinery/Components","NASDAQ",15030,0,0,0,0.76,0.81,0.86,-0.726493435912533,"lrcx"
1102,"oclr","Oclaro, Inc.",7.49,"$839.98M",2000,"Technology","Semiconductors","NASDAQ",839.98,0.01,0,0,0.46,0.63,0.94,-0.726989343942852,"oclr"
1643,"wnr","Western Refining, Inc.",24.03,"$2.61B",2006,"Energy","Integrated oil Companies","NYSE",2610,0.04,0,-0.02,1.2,0.84,0.83,-0.731157183951125,"wnr"
1508,"tsla","Tesla Motors, Inc.",219.99,"$32.71B",2010,"Capital Goods","Auto Manufacturing","NASDAQ",32710,0,-0.01,0,0.83,1.01,0.87,-0.73383347152534,"tsla"
1172,"pgnd","Press Ganey Holdings, Inc.",40.36,"$2.14B",2015,"Consumer Services","Professional Services","NYSE",2140,0,0,0,0.7,0.87,0.84,-0.734303826124553,"pgnd"
1381,"spb","Spectrum Brands Holdings, Inc.",131.99,"$7.84B",2000,"Miscellaneous","Industrial Machinery/Components","NYSE",7840,0,0,0,0.77,0.83,0.84,-0.737822904882715,"spb"
1281,"rol","Rollins, Inc.",28.07,"$6.13B",2000,"Finance","Diversified Commercial Services","NYSE",6130,0,0,0,0.73,0.75,0.91,-0.738364189133825,"rol"
129,"atvi","Activision Blizzard, Inc",41.05,"$30.44B",2000,"Technology","Computer Software: Prepackaged Software","NASDAQ",30440,0,0.01,-0.01,0.79,0.71,1.02,-0.744517635337804,"atvi"
507,"enb","Enbridge Inc",39.96,"$37.33B",2000,"Energy","Natural Gas Distribution","NYSE",37330,0,-0.02,0,0.82,1.12,0.97,-0.751347028261316,"enb"
1693,"zen","Zendesk, Inc.",31.14,"$2.92B",2014,"Technology","EDP Services","NYSE",2920,0,0.01,0,0.69,0.7,0.78,-0.757047002316283,"zen"
511,"enr","Energizer Holdings, Inc.",48.8,"$3.02B",2015,"Miscellaneous","Industrial Machinery/Components","NYSE",3020,0.01,-0.01,0,0.85,0.79,0.85,-0.759610548996573,"enr"
1185,"plcm","Polycom, Inc.",12.46,"$1.69B",1996,"Public Utilities","Telecommunications Equipment","NASDAQ",1690,0,0,0,0.64,0.89,0.84,-0.776227237809036,"plcm"
1356,"skt","Tanger Factory Outlet Centers, Inc.",40.14,"$3.86B",1993,"Consumer Services","Real Estate Investment Trusts","NYSE",3860,-0.01,0.01,0,0.89,0.71,0.85,-0.778178698941231,"skt"
598,"fnb","F.N.B. Corporation",12.33,"$2.59B",2000,"Finance","Major Banks","NYSE",2590,0,0,0,1.04,0.74,0.79,-0.778463352961737,"fnb"
17,"acad","ACADIA Pharmaceuticals Inc.",32.86,"$3.75B",1985,"Health Care","Major Pharmaceuticals","NASDAQ",3750,0.02,-0.01,0,0.65,0.81,0.75,-0.781682826465036,"acad"
142,"awk","American Water Works",74.8,"$13.31B",2008,"Public Utilities","Water Supply","NYSE",13310,-0.02,0,0.01,1.03,0.69,0.86,-0.78406599674125,"awk"
5,"aap","Advance Auto Parts Inc",156.83,"$11.54B",2000,"Consumer Services","Other Specialty Stores","NYSE",11540,-0.02,0.01,-0.01,0.77,0.92,1.19,-0.785378252813388,"aap"
1514,"tss","Total System Services, Inc.",48.56,"$8.93B",2000,"Miscellaneous","Business Services","NYSE",8930,0.01,0,0,0.79,0.63,0.8,-0.792402631749555,"tss"
942,"mco","Moody&#39;s Corporation",106.22,"$20.43B",2000,"Finance","Finance: Consumer Services","NYSE",20430,0,0,0,0.81,0.86,0.79,-0.802852477538102,"mco"
472,"duk","Duke Energy Corporation",79.92,"$55.06B",2000,"Public Utilities","Power Generation","NYSE",55060,-0.02,0,0.01,0.75,0.66,0.98,-0.817378633373202,"duk"
183,"bhi","Baker Hughes Incorporated",50.86,"$21.76B",2000,"Energy","Metal Fabrications","NYSE",21760,-0.02,-0.01,0.01,0.8,0.87,0.99,-0.828207194402825,"bhi"
604,"fox","Twenty-First Century Fox, Inc.",25,"$46.56B",2000,"Consumer Services","Television Services","NASDAQ",46560,0,-0.01,0,0.81,0.8,1,-0.833225294777021,"fox"
41,"afg","American Financial Group, Inc.",74.38,"$6.46B",2000,"Finance","Property-Casualty Insurers","NYSE",6460,0,0,0,0.93,0.71,0.84,-0.835746043284328,"afg"
1177,"phm","PulteGroup, Inc.",21.19,"$7.28B",2000,"Capital Goods","Homebuilding","NYSE",7280,-0.02,0.01,0,0.76,0.95,0.88,-0.835831775149769,"phm"
550,"exel","Exelixis, Inc.",10.96,"$2.52B",2000,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NASDAQ",2520,0,-0.01,0,0.76,1.06,0.84,-0.83643403772866,"exel"
1415,"strza","Starz",31.31,"$3.04B",2000,"Consumer Services","Television Services","NASDAQ",3040,0,0,0,0.81,0.82,0.81,-0.836965499010565,"strza"
831,"k","Kellogg Company",82.37,"$28.85B",2000,"Consumer Non-Durables","Packaged Foods","NYSE",28850,-0.01,0,0,0.9,0.81,0.94,-0.83806289039223,"k"
255,"cb","D/B/A Chubb Limited New",125.91,"$58.56B",2000,"Finance","Property-Casualty Insurers","NYSE",58560,0,0,0,0.84,0.73,0.86,-0.83837067598141,"cb"
617,"g","Genpact Limited",23.93,"$4.96B",2007,"Consumer Services","Professional Services","NYSE",4960,0,0.01,0,1.06,0.73,0.6,-0.841630702646535,"g"
961,"mga","Magna International, Inc.",40.27,"$15.67B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",15670,0,0,0,0.7,0.82,0.85,-0.84573384316289,"mga"
815,"jbl","Jabil Circuit, Inc.",21.08,"$4.03B",1993,"Technology","Electrical Products","NYSE",4030,0,0,0,0.77,0.81,0.83,-0.846597735882624,"jbl"
957,"mfa","MFA Financial, Inc.",7.62,"$2.83B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",2830,-0.01,0,0,1,0.69,0.98,-0.85738847081904,"mfa"
732,"hrs","Harris Corporation",90.84,"$11.33B",2000,"Capital Goods","Industrial Machinery/Components","NYSE",11330,0,0,0,0.84,0.84,0.78,-0.859207767261735,"hrs"
111,"apu","AmeriGas Partners, L.P.",45.5,"$4.23B",2000,"Consumer Services","Other Specialty Stores","NYSE",4230,-0.01,0,0.01,0.7,0.56,0.9,-0.863128909405026,"apu"
529,"es","Eversource Energy",54.12,"$17.17B",2000,"Public Utilities","Electric Utilities: Central","NYSE",17170,-0.02,0,0,0.9,0.74,1.14,-0.864151797284063,"es"
1473,"thrm","Gentherm Inc",32.66,"$1.19B",2000,"Capital Goods","Auto Parts:O.E.M.","NASDAQ",1190,0.01,0.01,0,0.54,0.62,0.71,-0.868754251602453,"thrm"
106,"apc","Anadarko Petroleum Corporation",55.26,"$28.21B",2000,"Energy","Oil & Gas Production","NYSE",28210,0,0,0,0.66,0.82,0.86,-0.869767404732753,"apc"
60,"akr","Acadia Realty Trust",36.61,"$2.77B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",2770,0,0.01,0,0.81,0.67,0.73,-0.871038144172477,"akr"
1465,"tex","Terex Corporation",24.02,"$2.61B",2000,"Capital Goods","Construction/Ag Equipment/Trucks","NYSE",2610,0.01,-0.01,0,0.93,0.71,0.85,-0.87148778906545,"tex"
1540,"ufpi","Universal Forest Products, Inc.",107.58,"$2.18B",1993,"Basic Industries","Forest Products","NASDAQ",2180,-0.01,0.01,0,0.73,0.84,0.8,-0.878093525764778,"ufpi"
580,"fis","Fidelity National Information Services, Inc.",79.52,"$26.07B",2000,"Miscellaneous","Business Services","NYSE",26070,0,0,0,0.64,0.77,0.9,-0.878566302226423,"fis"
352,"core","Core-Mark Holding Company, Inc.",45.11,"$2.09B",2000,"Consumer Non-Durables","Food Distributors","NASDAQ",2090,0,0,0,0.5,0.76,0.96,-0.879493702825382,"core"
625,"gel","Genesis Energy, L.P.",36.57,"$4.31B",1996,"Energy","Oil Refining/Marketing","NYSE",4310,0.01,0,0,0.75,0.74,0.72,-0.883132444731584,"gel"
51,"agr","Avangrid, Inc.",42,"$12.98B",2015,"Public Utilities","Electric Utilities: Central","NYSE",12980,-0.03,0,0.01,0.64,0.93,0.98,-0.883289322824301,"agr"
977,"mmc","Marsh & McLennan Companies, Inc.",67.19,"$34.82B",2000,"Finance","Specialty Insurers","NYSE",34820,-0.01,0,0,1.09,0.85,0.83,-0.884691882023234,"mmc"
1469,"tgt","Target Corporation",70.35,"$41.46B",2000,"Consumer Services","Department/Specialty Retail Stores","NYSE",41460,-0.01,0,-0.01,0.79,0.83,1.24,-0.885857516122619,"tgt"
820,"jd","JD.com, Inc.",25.79,"$37.22B",2014,"Consumer Services","Other Specialty Stores","NASDAQ",37220,0.01,-0.01,0,0.77,0.72,0.9,-0.890305039779028,"jd"
929,"mac","Macerich Company (The)",82.08,"$11.79B",1994,"Consumer Services","Real Estate Investment Trusts","NYSE",11790,-0.01,0,0,0.99,0.83,0.88,-0.893043556486364,"mac"
1498,"trmb","Trimble Navigation Limited",27.49,"$6.85B",1990,"Capital Goods","Industrial Machinery/Components","NASDAQ",6850,0,-0.01,0,0.9,0.92,0.87,-0.894641727453677,"trmb"
452,"dnr","Denbury Resources Inc.",3.08,"$1.23B",2000,"Energy","Oil & Gas Production","NYSE",1230,0.01,-0.01,0,0.76,0.72,0.9,-0.907778220204454,"dnr"
562,"fbhs","Fortune Brands Home & Security, Inc.",63.4,"$9.76B",2000,"Basic Industries","Homebuilding","NYSE",9760,0,0,0,0.55,0.81,0.9,-0.909993584319112,"fbhs"
648,"gnrc","Generac Holdlings Inc.",37.15,"$2.45B",2010,"Consumer Durables","Metal Fabrications","NYSE",2450,-0.01,0.01,0,0.54,0.92,0.81,-0.912562110243742,"gnrc"
211,"boh","Bank of Hawaii Corporation",70.87,"$3.04B",2000,"Finance","Major Banks","NYSE",3040,0,0,0,0.93,0.7,0.83,-0.913063038850202,"boh"
413,"dal","Delta Air Lines, Inc.",36.09,"$27.03B",2000,"Transportation","Air Freight/Delivery Services","NYSE",27030,-0.01,0,0,0.81,0.85,0.93,-0.915349332616758,"dal"
1318,"scg","Scana Corporation",70.57,"$10.09B",2000,"Public Utilities","Power Generation","NYSE",10090,-0.03,0,0.01,0.98,0.76,0.96,-0.915702711002109,"scg"
940,"mchp","Microchip Technology Incorporated",61.58,"$13.26B",1993,"Technology","Semiconductors","NASDAQ",13260,0.01,0,0,0.73,0.74,0.72,-0.918078805582435,"mchp"
667,"grmn","Garmin Ltd.",50.2,"$9.48B",2000,"Capital Goods","Industrial Machinery/Components","NASDAQ",9480,-0.01,-0.02,0,0.86,1.26,0.98,-0.918252711841651,"grmn"
1484,"tmh","Team Health Holdings, Inc.",34,"$2.52B",2009,"Technology","Professional Services","NYSE",2520,0.01,-0.01,-0.01,1.28,0.78,0.94,-0.921269300824708,"tmh"
1280,"rok","Rockwell Automation, Inc.",117.87,"$15.25B",2000,"Capital Goods","Industrial Machinery/Components","NYSE",15250,0,0,0,0.72,0.77,0.86,-0.922217499350375,"rok"
974,"mktx","MarketAxess Holdings, Inc.",166.16,"$6.25B",2004,"Finance","Investment Bankers/Brokers/Service","NASDAQ",6250,0,0,0,0.52,0.88,0.86,-0.9256449180845,"mktx"
140,"awh","Allied World Assurance Company Holdings, AG",40.24,"$3.8B",2006,"Finance","Property-Casualty Insurers","NYSE",3800,0,0,0,0.69,0.8,0.85,-0.926122694456386,"awh"
727,"hr","Healthcare Realty Trust Incorporated",34.96,"$4.05B",1993,"Consumer Services","Real Estate Investment Trusts","NYSE",4050,-0.02,0.01,0,0.95,0.83,0.87,-0.927194532406945,"hr"
1228,"q","Quintiles Transitional Holdings Inc.",75.69,"$8.97B",2013,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NYSE",8970,0,0,0,0.64,0.87,0.82,-0.930861228940785,"q"
874,"lea","Lear Corporation",115.47,"$8.26B",2000,"Capital Goods","Auto Parts:O.E.M.","NYSE",8260,0,0,0,0.8,0.78,0.82,-0.934410861040292,"lea"
1597,"vrtx","Vertex Pharmaceuticals Incorporated",97.09,"$24.06B",1991,"Health Care","Major Pharmaceuticals","NASDAQ",24060,0.01,0,-0.01,0.6,0.97,0.89,-0.936374329762844,"vrtx"
919,"lxft","Luxoft Holding, Inc.",50.71,"$1.68B",2013,"Technology","EDP Services","NYSE",1680,0.01,0,-0.01,1.05,0.72,0.89,-0.936527096469573,"lxft"
1057,"nnn","National Retail Properties",50.28,"$7.39B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",7390,-0.01,0,0,1.37,0.75,0.78,-0.939316985110865,"nnn"
1368,"sna","Snap-On Incorporated",154.1,"$8.95B",2000,"Capital Goods","Industrial Machinery/Components","NYSE",8950,-0.01,0,0,0.7,0.9,0.93,-0.950265140126264,"sna"
1052,"njr","NewJersey Resources Corporation",33.4,"$2.88B",2000,"Public Utilities","Oil/Gas Transmission","NYSE",2880,-0.02,0,0.01,0.9,0.68,0.88,-0.950956857442139,"njr"
1371,"snh","Senior Housing Properties Trust",21.58,"$5.12B",2000,"Consumer Services","Real Estate Investment Trusts","NASDAQ",5120,-0.02,0.01,0,0.67,0.73,1.04,-0.951416216417947,"snh"
762,"idcc","InterDigital, Inc.",69.82,"$2.39B",2000,"Miscellaneous","Multi-Sector Companies","NASDAQ",2390,0,0,0,0.78,0.8,0.81,-0.952300711154912,"idcc"
1173,"pgr","Progressive Corporation (The)",32.24,"$18.76B",2000,"Finance","Property-Casualty Insurers","NYSE",18760,0,0,-0.01,0.81,0.96,0.97,-0.957089356698598,"pgr"
763,"idti","Integrated Device Technology, Inc.",20.32,"$2.73B",1984,"Technology","Semiconductors","NASDAQ",2730,0.01,0,0.01,0.51,0.54,0.65,-0.958379488671423,"idti"
1254,"re","Everest Re Group, Ltd.",190.08,"$7.96B",2000,"Finance","Property-Casualty Insurers","NYSE",7960,0,0,0,0.92,0.72,0.81,-0.959338868671235,"re"
636,"gimo","Gigamon Inc.",44.37,"$1.57B",2013,"Technology","EDP Services","NYSE",1570,-0.01,0,0,1.12,0.78,0.85,-0.960758868521525,"gimo"
807,"itt","ITT Inc.",36.12,"$3.24B",2011,"Capital Goods","Fluid Controls","NYSE",3240,0,0,0.01,0.55,0.63,0.73,-0.96156022849906,"itt"
1274,"rlyp","Relypsa, Inc.",31.97,"$1.43B",2013,"Health Care","Major Pharmaceuticals","NASDAQ",1430,0,0,0,0.52,0.94,0.81,-0.966193706139484,"rlyp"
632,"ggp","General Growth Properties, Inc.",29.12,"$25.76B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",25760,-0.01,0,0,0.84,0.89,0.88,-0.966394250263537,"ggp"
1291,"rspp","RSP Permian, Inc.",39.6,"$4.03B",2014,"Energy","Oil & Gas Production","NYSE",4030,0.02,-0.01,0,0.67,0.71,0.77,-0.969596499690859,"rspp"
1021,"mur","Murphy Oil Corporation",28.84,"$4.97B",2000,"Energy","Oil & Gas Production","NYSE",4970,0,-0.01,0.01,0.65,0.74,0.79,-0.970305441082712,"mur"
1479,"tkr","Timken Company (The)",34.15,"$2.67B",2000,"Capital Goods","Metal Fabrications","NYSE",2670,0,0,0,0.73,0.88,0.77,-0.971440570337115,"tkr"
54,"aig","American International Group, Inc.",59.02,"$63.19B",2000,"Finance","Property-Casualty Insurers","NYSE",63190,0,0,0,0.79,0.8,0.8,-0.980686690861325,"aig"
1602,"vtr","Ventas, Inc.",72.14,"$25.35B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",25350,-0.02,0,0,1.05,0.94,0.92,-0.981798905122435,"vtr"
1449,"tco","Taubman Centers, Inc.",77.38,"$4.67B",1992,"Consumer Services","Real Estate Investment Trusts","NYSE",4670,-0.01,0,0,1.09,0.76,0.87,-0.984375760402194,"tco"
519,"epe","EP Energy Corporation",4.27,"$1.08B",2014,"Energy","Oil & Gas Production","NYSE",1080,0.04,-0.03,0,1.07,0.79,0.82,-0.986901137245757,"epe"
1569,"va","Virgin America Inc.",55.97,"$2.5B",2014,"Transportation","Air Freight/Delivery Services","NASDAQ",2500,0,0,0,0.76,0.8,0.81,-0.987247072005763,"va"
821,"jec","Jacobs Engineering Group Inc.",54.48,"$6.62B",2000,"Basic Industries","Military/Government/Technical","NYSE",6620,0,0,0,0.93,0.72,0.8,-0.987724848377649,"jec"
616,"fun","Cedar Fair, L.P.",56.81,"$3.19B",1987,"Consumer Services","Services-Misc. Amusement & Recreation","NYSE",3190,-0.01,0,0,1.3,0.86,0.72,-0.990748019105492,"fun"
1239,"r","Ryder System, Inc.",64.2,"$3.43B",2000,"Consumer Services","Rental/Leasing Companies","NYSE",3430,-0.01,-0.01,0.01,0.71,0.87,0.83,-0.996145118850713,"r"
224,"bt","BT Group plc",26.03,"$51.86B",2000,"Public Utilities","Telecommunications Equipment","NYSE",51860,-0.01,0,0,0.9,0.92,0.83,-0.996477462068073,"bt"
1671,"xl","XL Group Ltd.",33.5,"$9.21B",2000,"Finance","Property-Casualty Insurers","NYSE",9210,-0.01,0,0,0.62,0.71,1.08,-0.99986205479875,"xl"
554,"expe","Expedia, Inc.",111.36,"$16.67B",2000,"Consumer Services","Transportation Services","NASDAQ",16670,-0.01,-0.01,0,1.32,0.94,0.83,-1.00435638073546,"expe"
1674,"xon","Intrexon Corporation",26.12,"$3.09B",2013,"Health Care","Biotechnology: Commercial Physical & Biological Resarch","NYSE",3090,0.02,-0.04,0,0.9,1.06,0.96,-1.00936956941988,"xon"
689,"hbhc","Hancock Holding Company",31.86,"$2.47B",2000,"Finance","Major Banks","NASDAQ",2470,0.01,0,0,0.68,0.59,0.82,-1.0187206379017,"hbhc"
842,"khc","The Kraft Heinz Company",88.17,"$107.36B",2000,"Consumer Non-Durables","Packaged Foods","NASDAQ",107360,-0.01,0,0,0.8,0.91,0.87,-1.01923046122901,"khc"
590,"flr","Fluor Corporation",52.94,"$7.37B",2000,"Basic Industries","Military/Government/Technical","NYSE",7370,0,0,0,0.72,0.71,0.88,-1.01924619169091,"flr"
1212,"psa","Public Storage",224,"$38.84B",2000,"Consumer Services","Real Estate Investment Trusts","NYSE",38840,-0.01,0,0,0.8,0.88,0.89,-1.02188564726743,"psa"
35,"aem","Agnico Eagle Mines Limited",52.42,"$11.77B",2000,"Basic Industries","Precious Metals","NYSE",11770,0,-0.02,-0.01,1.15,1.16,1.04,-1.02216672743721,"aem"
577,"fico","Fair Isaac Corporation",126.75,"$3.91B",2000,"Miscellaneous","Business Services","NYSE",3910,-0.01,0,0,0.9,0.94,0.81,-1.02528011146368,"fico"
888,"lkq","LKQ Corporation",35.69,"$10.96B",2000,"Consumer Services","Motor Vehicles","NASDAQ",10960,0,0,0,0.87,0.74,0.8,-1.02964826006213,"lkq"
1165,"penn","Penn National Gaming, Inc.",14.41,"$1.2B",1994,"Consumer Services","Hotels/Resorts","NASDAQ",1200,0,-0.01,0,1,0.85,0.85,-1.03183309150135,"penn"
1286,"rpm","RPM International Inc.",54.4,"$7.24B",2000,"Basic Industries","Paints/Coatings","NYSE",7240,-0.01,0,0,0.83,0.86,0.89,-1.03238177685923,"rpm"
466,"dri","Darden Restaurants, Inc.",61.19,"$7.72B",2000,"Consumer Services","Restaurants","NYSE",7720,-0.03,0.01,0,1.15,0.9,0.88,-1.03473417721872,"dri"
63,"al","Air Lease Corporation",28.38,"$2.92B",2011,"Technology","Diversified Commercial Services","NYSE",2920,0,0,0,0.55,0.77,0.9,-1.03582492605525,"al"
240,"caa","CalAtlantic Group, Inc.",36.13,"$4.28B",2000,"Capital Goods","Homebuilding","NYSE",4280,-0.02,0.01,0,1.02,0.87,0.79,-1.04592420874754,"caa"
1082,"nvda","NVIDIA Corporation",62.03,"$33.19B",1999,"Technology","Semiconductors","NASDAQ",33190,0.01,-0.01,0,0.73,0.78,0.84,-1.04660570966755,"nvda"
